Link,Question,Follows,Answers
https://answers.yahoo.com/question/index?qid=20081220194120AAeL2yc,Should you tip at buffet restaurants?,0,18
https://answers.yahoo.com/question/?qid=20060804084319AABrtwW,How long in advance should you register for wedding gifts?,0,13
https://answers.yahoo.com/question/index?qid=20071225233715AAHK0Wm,How often should i feed my pet rats?,0,12
https://au.answers.yahoo.com/question/index?qid=20070527071955AAStEMP,How long should a newly married couple wait to have kids? Wouldnt it put stresses on them & their marriage.?,0,12
https://au.answers.yahoo.com/question/index?qid=20081010141836AAtbIHs,Should a 13-year old boy(me) shave his leg when it is gettin a little hairy?,0,16
https://answers.yahoo.com/question/index?qid=20070712235434AAXalbq,How many (16.9 fl oz) bottles of water should i drink a day?,0,18
https://au.answers.yahoo.com/question/index?qid=20080311161010AANKCWl,How much should an engagement ring cost and a wedding band.?,0,20
https://au.answers.yahoo.com/question/index?qid=20070818194807AA7bqSn,How many times a day should i feed my golden retriever?,0,18
https://answers.yahoo.com/question/?qid=20060614182618AAZ3vWy,How many bottles should a 7 month old drink?,0,10
https://answers.yahoo.com/question/index?qid=20060702233451AA8sdxg,"I have an interview at Abercrombie, what should i do and wear?",5,8
https://answers.yahoo.com/question/index?qid=20160628210735AAhim9v,How should I go about getting someone back?,0,1
https://answers.yahoo.com/question/index?qid=20160628145447AA2smtJ,If you son or daughter keeps misbehaving should you give them a good old fashioned spanking like over the knee bare bottom? ?,0,2
https://answers.yahoo.com/question/index?qid=20160628195051AAgYOQl,Should i drop my physics class?,0,2
https://uk.answers.yahoo.com/question/index?qid=20160606072958AAhgjVI,How many hours pf revision should you do per week?,0,1
https://ca.answers.yahoo.com/question/index?qid=20080316170559AAAUQqa,I AM SAM: Should Sam have custody of Lucy?,0,5
https://answers.yahoo.com/question/index?qid=20160628173114AAMlx9I,"Rule of thumb, should we file jointly or separately?",0,3
https://answers.yahoo.com/question/index?qid=20160627083551AAodZa3,Need three reasons why students should be drug tested to receive financial aid argument essay?,0,3
https://answers.yahoo.com/question/?qid=20080917220409AAu1IER,How often should you replace you brake pads?,0,8
https://answers.yahoo.com/question/?qid=20060922200735AADMncJ,How often should you defragment your computer?,0,10
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://answers.yahoo.com/question/index?qid=20071128005903AAlm9nm,How many hours should a 16 year old high school student study?,0,14
https://au.answers.yahoo.com/question/index?qid=20070404071343AA75MaB,"Should I have my tooth extracted or have a root canal done, it's my last molar and there is severe decay to it",1,9
https://nz.answers.yahoo.com/question/index?qid=20071021221938AAszTDL,What should be the force constant of the spring? Assume that the spring has negligible mass.?,0,2
https://ca.answers.yahoo.com/question/index?qid=20060922060132AAhsJLW,How often should microwave ovens be replaced?,0,11
https://au.answers.yahoo.com/question/index?qid=20080624022758AAHpeXl,Should girls wax their upper lip??,0,12
https://ca.answers.yahoo.com/question/index?qid=20080727123052AAOzNKU,Should the lights on my wireless router be blinking or solid?,0,5
https://nz.answers.yahoo.com/question/index?qid=20070829091439AA5jWA6,Should I bathe my hedgehog?,0,6
https://answers.yahoo.com/question/index?qid=20070619114538AAzHRpX,My dog has diarrhea. What should I do?,19,42
https://answers.yahoo.com/question/index?qid=20160628140946AA3x5aQ,Should there be scholarships based on your skin color?,0,12
https://answers.yahoo.com/question/index?qid=20160628182810AAJGuF8,Horribly misnamed pro-lifers Should homebirth mid wives be required to have hospital admission privileges no more than 35 miles?,0,5
https://answers.yahoo.com/question/index?qid=20160628163019AAeDuiu,Neck injury-should I see the doctor or just do home remedies?,0,-1
https://answers.yahoo.com/question/index?qid=20160628163519AAjMk2i,"Should I go to the doctor if my poop has been ""Evergreen"" colored for 2 weeks now?",0,6
https://answers.yahoo.com/question/index?qid=20160628154505AAQbhJW,Who do you think Ed sheeran should collab with next? I think Demi lovato would be a good option but also collabing with 1d would be fun too!?,0,3
https://uk.answers.yahoo.com/question/index?qid=20160204130912AAcuz0P,"Should gays be allowed to marry one another, or should they be obedient to the Sharia law that Christians/Muslims impose?",4,97
https://answers.yahoo.com/question/index?qid=20160628191624AAVJrLN,What should an 18 year old girl expect at her first OB/GYN appointment?,0,3
https://answers.yahoo.com/question/index?qid=20160628145812AAzSlKX,Is the new Camaro a fat ugly bloated looking car? And do you think it should be made shorter like the size of the mustang?,0,3
https://answers.yahoo.com/question/index?qid=20160628233500AATsPcV,"The world court has ordered the execution of Obama for upsetting the BREXIT vote,
So should his execution be on the 4th of July or sooner?",0,3
https://answers.yahoo.com/question/index?qid=20160628230119AAp5TRG,Why do I get light headed every day at random times? Is it unhealthy? Should I talk to a doctor?,0,1
https://answers.yahoo.com/question/index?qid=20090131135802AAfe1Vy,Should this be capitalized?,0,4
https://answers.yahoo.com/question/index?qid=20090805214728AAZXC8o,Just got a new ear piercing.. Should I twist the earring occasionally?,2,9
https://answers.yahoo.com/question/?qid=20060708082643AAivzjI,How long after a spouse dies should you wait to get married again?,0,37
https://answers.yahoo.com/question/index?qid=20080405184450AAp1YGs,Should weekdays be capitalised?,0,3
https://au.answers.yahoo.com/question/index?qid=20090515095928AAFxQqm,What should your cervix feel like at 30 weeks pregnant?,0,3
https://au.answers.yahoo.com/question/index?qid=20090612140900AAyfsYi,Should i let my female siberian husky breed?,0,10
https://answers.yahoo.com/question/index?qid=20090111160824AAJUuro,Should I eat every 2 or 3 hours?,5,37
https://in.answers.yahoo.com/question/index?qid=20100324035728AASURWg,Should egg white be applied on wet hair or dry hair?,0,4
https://answers.yahoo.com/question/index?qid=20060705110655AAQJZis,How long should I wait to start another relationship? I just broke off a 3 year relationship.?,1,12
https://answers.yahoo.com/question/?qid=20061113084201AAFHsMa,Should you refrigerate an opened bottle of red wine?,2,6
https://answers.yahoo.com/question/index?qid=20080610193018AA7IQt2,Why should we save the planet?,4,8
https://au.answers.yahoo.com/question/index?qid=20081113022108AAdnTfa,What should 14 year olds be allowed to do?,1,22
https://sg.answers.yahoo.com/question/index?qid=20090210201218AAg8uKE,Should I text him or just forget about him?,0,38
https://answers.yahoo.com/question/index?qid=20071125054334AAQWTu9,"How often should I run my outboard engine on my boat that's parked in my driveway, when not in use regularly?",11,11
https://ca.answers.yahoo.com/question/index?qid=20110510133900AAnDYbY,Do you think people with autism/AS should not have children?,3,12
https://answers.yahoo.com/question/index?qid=20100903035136AA6BsY8,Should I peel zucchini for minestrone soup?,0,7
https://answers.yahoo.com/question/index?qid=20090420140508AA8UkQq,How often should you text a guy?,2,17
https://answers.yahoo.com/question/index?qid=20080507103610AAoWjEP,Should I dispute everything on my credit report even if some items are correct?,5,12
https://au.answers.yahoo.com/question/index?qid=20100620010714AA1dp7D,"Should i cook steak on low,medium or high heat and how long?",3,17
https://au.answers.yahoo.com/question/index?qid=20091231225300AA8njc5,What age should you start getting into the  modeling business?,0,7
https://au.answers.yahoo.com/question/index?qid=20071115225433AAENhKi,Should I tell my boyfriend I kissed another guy??,1,29
https://answers.yahoo.com/question/index?qid=20110720191251AAwkIVs,Should I apply part-time or full-time...?,0,5
https://nz.answers.yahoo.com/question/index?qid=20090813190307AAIS8oK,"Spelling and Grammar experts, when should ""Parliament"" be spelt with capital P, and when a lower case p.?",1,2
https://au.answers.yahoo.com/question/index?qid=20081223020934AAgQJoD,"Im 27 weeks pregnant, how many centimetres should my stomach be measuring?",0,6
https://ca.answers.yahoo.com/question/index?qid=20070723100430AAOrb8V,How Often Should I Change My Snake's Water Bowl?,0,7
https://answers.yahoo.com/question/index?qid=20060711100042AAhHqPG,How often do 1 week old kittens(bottlefed) poop? Should there tummys look slightly bloated or is that bad?,0,21
https://au.answers.yahoo.com/question/index?qid=20070719171425AAsXirQ,SIX FLAGS- What exactly should i take n wear?,1,8
https://answers.yahoo.com/question/index?qid=20110727222204AAZEFZ5,At what age should a child be responsible for cleaning their own room?,0,14
https://au.answers.yahoo.com/question/index?qid=20101006064313AAh0K9P,Should you buy friends birthday presents if they won't return the favour?,1,5
https://answers.yahoo.com/question/index?qid=20060615110508AAsUfkF,How much sleep should a 12  year old girl need?,0,10
https://answers.yahoo.com/question/index?qid=20110117180842AAXXlfq,Why should Jews get Israel and Jerusalem?,3,15
https://ca.answers.yahoo.com/question/index?qid=20090510095958AAjNIjO,Should I Blow Dry Curly Hair?,0,12
https://au.answers.yahoo.com/question/index?qid=20090807035127AA1gaLy,Why should marijuana be legal?,0,12
https://answers.yahoo.com/question/index?qid=20070417222650AAXq7yP,Should Washington Redskins change their name?,0,22
https://ca.answers.yahoo.com/question/index?qid=20100813120549AAnVD1y,What are 10 things girls should know about guys?,10,19
https://ca.answers.yahoo.com/question/index?qid=20130404120239AAgrVlC,Should I block her on Facebook during no contact rule?,0,6
https://nz.answers.yahoo.com/question/index?qid=20100925060433AAoLYHo,Should the method be in past tense when writing up a laboratory report?,0,2
https://ca.answers.yahoo.com/question/index?qid=20070601140107AAJIhWD,Do you think Quebec should be its own country?,1,15
https://au.answers.yahoo.com/question/index?qid=20120410102646AAovfsd,Should I shave My legs without asking my mom?,0,10
https://ph.answers.yahoo.com/question/index?qid=20101205224835AAqcuIn,Should let my friend tattoo me?,0,20
https://answers.yahoo.com/question/index?qid=20060725174043AANuyud,Car Accident: Should I talk to the other guys insurance company if they call up for info about accident?,0,18
https://answers.yahoo.com/question/index?qid=20100321000326AAk4W1i,What should I bring to Cuba ?,0,8
https://answers.yahoo.com/question/index?qid=20081125141731AAHFPpG,What Should A 11 year old girl ask for christmas?,1,18
https://in.answers.yahoo.com/question/index?qid=20090825114326AA3jf64,Why we should protect animals? If they extinct is there any harm to human beings?,0,10
https://sg.answers.yahoo.com/question/index?qid=20091006055820AAxrmbk,Why should you let the inoculating loop/needle cool first before using?,0,2
https://answers.yahoo.com/question/index?qid=20081227191009AAblk7L,How often should i get my skates sharpened?,0,13
https://sg.answers.yahoo.com/question/index?qid=20070810020734AAwQBvy,Should i defrost my frozen blood worms before feeding?,0,13
https://answers.yahoo.com/question/index?qid=20100802084437AAEixwf,Should I justify my cover letter?,1,2
https://in.answers.yahoo.com/question/index?qid=20080409013759AAnWnzg,How should a blind man express himself ??,1,28
https://answers.yahoo.com/question/index?qid=20100727222731AAiDgjv,Omg ! My dog's getting spayed tomorrow ! What should I expect ?,1,9
https://answers.yahoo.com/question/index?qid=20081125141731AAHFPpG,What Should A 11 year old girl ask for christmas?,1,18
https://answers.yahoo.com/question/?qid=20060623144710AAz7JUH,How much should a 3-4 week old orphaned kitten drink? When can they start eating canned food?,2,11
https://au.answers.yahoo.com/question/index?qid=20090925013536AAjBdYE,"How much,what and how often should I feed my bearded dragon?",1,1
https://nz.answers.yahoo.com/question/index?qid=20130129144301AAVNJhr,How much water should be added to 12ml of 8% alcohol solution to reduce the concentration to 6%?,0,2
https://sg.answers.yahoo.com/question/index?qid=20070810020734AAwQBvy,Should i defrost my frozen blood worms before feeding?,0,13
https://answers.yahoo.com/question/index?qid=20080926125003AA3gMqG,How long should I wait to put lotion on my tattoo?,0,9
https://answers.yahoo.com/question/index?qid=20160628143022AACwzxx,"When should I tag someone on Instagram?
In what kind of situations or place?",0,1
https://answers.yahoo.com/question/index?qid=20160628223707AAr9CYe,Am I getting braces in 2 months anything I should know?,0,4
https://answers.yahoo.com/question/index?qid=20080213092101AAfrc8g,How should your throat/vocal cords feel when you are singing correctly?,2,2
https://answers.yahoo.com/question/index?qid=20060607161852AAInjRe,How much money should one bring to Disney World for 5 days?,0,18
https://nz.answers.yahoo.com/question/index?qid=20090813190307AAIS8oK,"Spelling and Grammar experts, when should ""Parliament"" be spelt with capital P, and when a lower case p.?",1,2
https://answers.yahoo.com/question/?qid=20080920100316AAlVQMH,"Should i buy an SKS, AK-47 or AR-15 rifle?",1,47
https://sg.answers.yahoo.com/question/index?qid=20111108234639AAJKgte,How big of mice should i feed my ball python?,0,6
https://nz.answers.yahoo.com/question/index?qid=20080629183042AAcmOvb,How long should I bake my pizza? ( at 450 degrees)?,0,8
https://answers.yahoo.com/question/index?qid=20090911140550AAAdHwx,Should i wash my hands every time i touch my bearded dragon?,0,8
https://ca.answers.yahoo.com/question/index?qid=20100731224243AA8b5sm,How long should a 17 year old last in bed?,0,11
https://answers.yahoo.com/question/?qid=20061113084201AAFHsMa,Should you refrigerate an opened bottle of red wine?,2,6
https://answers.yahoo.com/question/index?qid=20110720191251AAwkIVs,Should I apply part-time or full-time...?,0,5
https://ca.answers.yahoo.com/question/index?qid=20090805081740AA7zgh4,Fly fishing ( how long should the leader be?)?,0,5
https://au.answers.yahoo.com/question/index?qid=20080725154514AAxo49D,What & how much food should my 9 week old Jack Russell?,0,10
https://answers.yahoo.com/question/index?qid=20080327092115AA70fLP,Should your past matter to future relationships?,0,36
https://answers.yahoo.com/question/index?qid=20091112203356AA9mnTa,Should my buttermilk be lumpy?,0,6
https://answers.yahoo.com/question/index?qid=20111011041522AAPK3DF,How should muslim men dress according to the quran and sunnah etc?,4,11
https://answers.yahoo.com/question/?qid=20100826024255AAH7Leh,Should women be allowed to go topless in public...or not?,3,26
https://au.answers.yahoo.com/question/index?qid=20080112030105AAQe5rE,How often should you give your guinea pig a bath??,4,12
https://ca.answers.yahoo.com/question/index?qid=20101007122928AARN0l6,"To increase the mechanical advantage of a lever, should you increase or decrease the length of the output arm?",0,6
https://au.answers.yahoo.com/question/index?qid=20110102204621AAPzJDj,Should engagement rings be yellow or white gold?,0,13
https://answers.yahoo.com/question/index?qid=20080520195006AAMV4dK,Should I paint the wall or the trim first?,0,10
https://nz.answers.yahoo.com/question/index?qid=20100925060433AAoLYHo,Should the method be in past tense when writing up a laboratory report?,0,2
https://answers.yahoo.com/question/index?qid=20080306005720AACcChK,"""Ah, but a man's reach should exceed his grasp"".?",3,7
https://answers.yahoo.com/question/index?qid=20110727222204AAZEFZ5,At what age should a child be responsible for cleaning their own room?,0,14
https://in.answers.yahoo.com/question/index?qid=20081205035740AAmQCb3,Should i take science or commerce????im totally confused................?,1,10
https://answers.yahoo.com/question/?qid=20060623195345AAa9NFL,What time of the day or night should I take my Norvasc tablet (5 mg) for maintainenance of blood pressure?,2,15
https://answers.yahoo.com/question/index?qid=20080307014511AAEQD7V,How long should one paragraph be?,0,13
https://answers.yahoo.com/question/index?qid=20060705110655AAQJZis,How long should I wait to start another relationship? I just broke off a 3 year relationship.?,1,12
https://ca.answers.yahoo.com/question/index?qid=20111218110124AAfbMjd,How long should you wait to do sexual things in a relationship you care about?,2,17
https://answers.yahoo.com/question/?qid=20060809115422AAdvEmO,Replacing Interior doors - What size should I order?,0,9
https://au.answers.yahoo.com/question/index?qid=20091103124502AAemiMn,Should we allow asylum seekers into Australia (without locking them up)?,0,6
https://answers.yahoo.com/question/index?qid=20090515223228AA2zgsY,Should I see a doctor if I have sunburn blisters?,0,9
https://au.answers.yahoo.com/question/index?qid=20070121195738AAdrVJ5,Which hands should you hold your knife / fork in when eating out?,1,18
https://sg.answers.yahoo.com/question/index?qid=20070716112416AAHAmgM,Should i run before or after my workout?,0,-1
https://in.answers.yahoo.com/question/index?qid=20110506103017AAbnp38,Should Uniforms Be compulsory in schools? Yes/No why ?,1,16
https://au.answers.yahoo.com/question/index?qid=20110111231351AA60LVl,Should I get McDonald's or KFC for dinner?,0,16
https://ca.answers.yahoo.com/question/index?qid=20101213170005AAbVAle,"Voting age Debate ""The voting age should stay at 18""?",0,4
https://answers.yahoo.com/question/index?qid=20070527115736AAIpgfg,At what age should kittens start eating solid food?,3,5
https://ca.answers.yahoo.com/question/index?qid=20100609023155AAGIEUx,"""Ultimately, the only power man should aspire to is that which he exercises over himself.""?",1,7
https://answers.yahoo.com/question/index?qid=20100622010730AAEQsnw,Should i learn guitar scales before learning chords?,0,15
https://answers.yahoo.com/question/?qid=20060708082643AAivzjI,How long after a spouse dies should you wait to get married again?,0,37
https://au.answers.yahoo.com/question/index?qid=20061001012913AAObbTb,How much sleep should a 13 year old get each day?,1,15
https://sg.answers.yahoo.com/question/index?qid=20100908004611AAMTOM1,Should Singapore get rid of Singlish?,0,197
https://ca.answers.yahoo.com/question/index?qid=20110927203912AAmIJuu,What should my first Tumblr post be?,0,6
https://answers.yahoo.com/question/index?qid=20120101030502AAQD2Hj,Should I have sex before marriage?,0,18
https://sg.answers.yahoo.com/question/index?qid=20120402092904AAwsjVZ,"My boyfriend had cheated on me twice, What should I do?",2,11
https://ca.answers.yahoo.com/question/index?qid=20100415001345AAkzfzH,Should i put my scotch into the fridge?,2,8
https://au.answers.yahoo.com/question/index?qid=20081223020934AAgQJoD,"Im 27 weeks pregnant, how many centimetres should my stomach be measuring?",0,6
https://au.answers.yahoo.com/question/index?qid=20100501012603AATupb7,"How far should I go with my boyfriend, I'm 14?",0,11
https://au.answers.yahoo.com/question/index?qid=20071115225433AAENhKi,Should I tell my boyfriend I kissed another guy??,1,29
https://au.answers.yahoo.com/question/index?qid=20091201180829AAPrYyL,CAR question - Should the A/C button be ON when the heater is ON?,1,13
https://answers.yahoo.com/question/index?qid=20081227191009AAblk7L,How often should i get my skates sharpened?,0,13
https://answers.yahoo.com/question/index?qid=20100802083109AAn5M2Q,How can I make my penis grow bigger. What foods should I eat?,8,-1
https://nz.answers.yahoo.com/question/index?qid=20130129144301AAVNJhr,How much water should be added to 12ml of 8% alcohol solution to reduce the concentration to 6%?,0,2
https://in.answers.yahoo.com/question/index?qid=20070112135510AAD7SB8,What should we do to free our planet from terrorism?,4373,31269
https://answers.yahoo.com/question/index?qid=20160628130237AAD7xZX,Should I do this to her necklace?? (*will give best answer* )?,0,1
https://au.answers.yahoo.com/question/index?qid=20090515095928AAFxQqm,What should your cervix feel like at 30 weeks pregnant?,0,3
https://au.answers.yahoo.com/question/index?qid=20090612140900AAyfsYi,Should i let my female siberian husky breed?,0,10
https://answers.yahoo.com/question/?qid=20081220040505AAMI4Xe,How fast should my internet connection speed be to play PS3 online?,0,-1
https://answers.yahoo.com/question/?qid=20060620125338AASrFcK,Should married men go to strip clubs?,1,36
https://ca.answers.yahoo.com/question/index?qid=20100125204806AAcWUQs,"Should ""L"" (for ""lord"") be capitalized in the following sentence?",0,3
https://answers.yahoo.com/question/index?qid=20100514112643AAGiOqi,I already bought a gift via the wedding gift registry. Should I still bring them a card at the wedding?,0,11
https://answers.yahoo.com/question/index?qid=20090111160824AAJUuro,Should I eat every 2 or 3 hours?,5,37
https://answers.yahoo.com/question/index?qid=20060716102255AAuJB1o,Why should slavery end?,0,20
https://answers.yahoo.com/question/index?qid=20061211095723AALD9LJ,Which wines should be drank cold or room temp.??,0,6
https://answers.yahoo.com/question/index?qid=20160628201502AA8RVLO,,,
https://in.answers.yahoo.com/question/index?qid=20060901045944AAhDWzg,How much water should an adult male cat (10yrs old) drink a day?,0,9
https://ca.answers.yahoo.com/question/index?qid=20120302112044AA7pAgd,How much and often should i feed my Black Moor Goldfish?,0,6
https://ca.answers.yahoo.com/question/index?qid=20070126080634AA78C87,Should cellphones be allowed in schools?,34,390
https://answers.yahoo.com/question/index?qid=20071011065723AAT69or,Rebuilt/Salvage Title.....should I buy a car with one?,1,10
https://answers.yahoo.com/question/?qid=20060627084337AAUASp9,"How much should you feed your betta fish, how many times a day?",0,14
https://sg.answers.yahoo.com/question/index?qid=20070621073125AATCgKw,How long should a proper bath be ?,0,10
https://answers.yahoo.com/question/index?qid=20160628142142AAtAcKr,"In this moment of crisis in Turkey , should turkey consider deporting it's muslim immigrants ?",0,6
https://in.answers.yahoo.com/question/index?qid=20081122052143AAnUvZH,Should celebrities keep out of politics?,1,14
https://answers.yahoo.com/question/?qid=20121213120053AApdi16,How and what age should you tell your kids about Santa?,50,739
https://answers.yahoo.com/question/?qid=20090203194046AA2WCN4,Should i delete my computer cookies?,3,21
https://answers.yahoo.com/question/index?qid=20110928163320AAFVsys,What age should you start having sex?,1,20
https://ca.answers.yahoo.com/question/index?qid=20100804170546AAtztpA,I want to join the canadian army. what should i excpect?,0,4
https://ca.answers.yahoo.com/question/index?qid=20130404120239AAgrVlC,Should I block her on Facebook during no contact rule?,0,6
https://answers.yahoo.com/question/index?qid=20081008110342AANIEz6,How much food should I feed my betta fish?,2,-1
https://sg.answers.yahoo.com/question/index?qid=20110106234108AAIoUJA,"Should I get a Tongue piercing, and why or why not?",1,7
https://ca.answers.yahoo.com/question/index?qid=20090215162328AASMMCx,What role should the government play in the economy...?,0,11
https://ca.answers.yahoo.com/question/index?qid=20130101223856AAPzFG6,My boyfriend wants to get a tattoo. I hate tattoos. What should I do?,0,10
https://ph.answers.yahoo.com/question/index?qid=20101205224835AAqcuIn,Should let my friend tattoo me?,0,20
https://au.answers.yahoo.com/question/index?qid=20101007041428AA8oKDH,My ear piercing may be infected - should I take it out or leave it in?,0,6
https://ph.answers.yahoo.com/question/index?qid=20100331045728AAiDiRU,Should I Join Facebook? Why and Why not?,0,-1
https://au.answers.yahoo.com/question/index?qid=20081113022108AAdnTfa,What should 14 year olds be allowed to do?,1,22
https://au.answers.yahoo.com/question/index?qid=20080307002639AAIYIyI,How much board should i pay to my parents?,0,11
https://au.answers.yahoo.com/question/index?qid=20120410102646AAovfsd,Should I shave My legs without asking my mom?,0,10
https://answers.yahoo.com/question/index?qid=20080213092714AAkZgYR,When should I get my 1099-Misc Form?,0,4
https://answers.yahoo.com/question/index?qid=20110825233323AAeySsQ,Should i shave my head & wear a wig while my hair grows?,1,7
https://au.answers.yahoo.com/question/index?qid=20090306014829AAoTCJa,If I get 2 puppies what sexes should I get?,0,10
https://ca.answers.yahoo.com/question/index?qid=20111220154531AABBt8O,Should I read or watch ? - Black butler?,1,7
https://au.answers.yahoo.com/question/index?qid=20100620010714AA1dp7D,"Should i cook steak on low,medium or high heat and how long?",3,17
https://ca.answers.yahoo.com/question/index?qid=20110402131756AArULpW,Should men always be in charge?,1,12
https://au.answers.yahoo.com/question/index?qid=20080728194312AAXGw1A,Should I tell my husband's mistress' husband about their affair?,2,34
https://ca.answers.yahoo.com/question/index?qid=20101016082116AAKLW5J,Reasons why we should not privatize health care in Canada.?,2,15
https://ca.answers.yahoo.com/question/index?qid=20120313022056AAx3lPy,Should men shave their pubic hair?,1,10
https://answers.yahoo.com/question/index?qid=20060711100042AAhHqPG,How often do 1 week old kittens(bottlefed) poop? Should there tummys look slightly bloated or is that bad?,0,21
https://answers.yahoo.com/question/index?qid=20100727222731AAiDgjv,Omg ! My dog's getting spayed tomorrow ! What should I expect ?,1,9
https://ca.answers.yahoo.com/question/index?qid=20100708194347AAOzoof,Should I go to the I.B. program?,0,4
https://au.answers.yahoo.com/question/index?qid=20091231225300AA8njc5,What age should you start getting into the  modeling business?,0,7
https://au.answers.yahoo.com/question/index?qid=20090423012706AAC94WS,What shade should your concealer be? should it be lighter or darker than the foundation?,0,9
https://answers.yahoo.com/question/index?qid=20120328210642AAPxnnl,Should the United States have gone into war with vietnam?,1,8
https://au.answers.yahoo.com/question/index?qid=20100611164709AAhLbEI,Should pregnant women buy baby formula before child is born?,0,10
https://ca.answers.yahoo.com/question/index?qid=20120421214156AAGI8aT,When i shower/sleep should i take my gauges/plugs/tunnels/tapers out?,0,6
https://au.answers.yahoo.com/question/index?qid=20091115015402AAH1vN2,How much water should drip out of pressure relief valve on hot water tank?,0,5
https://au.answers.yahoo.com/question/index?qid=20101130140544AA3B76E,Should the reservoir tank always be full of coolant?,1,6
https://ca.answers.yahoo.com/question/index?qid=20121227180822AAgvQKJ,How often should a mini split heat pump go into defrost mode?,0,3
https://au.answers.yahoo.com/question/index?qid=20110515171448AA7lHRX,Should I get another dog to keep my cocker spaniel company?,0,8
https://answers.yahoo.com/question/index?qid=20120501104605AAaRPZX,How thick should grout be for ceramic tile?,0,6
https://answers.yahoo.com/question/index?qid=20081220194120AAeL2yc,Should you tip at buffet restaurants?,0,18
https://ca.answers.yahoo.com/question/index?qid=20110510133900AAnDYbY,Do you think people with autism/AS should not have children?,3,12
https://answers.yahoo.com/question/index?qid=20060709211211AAOdV7j,When should a waiter remove a plate?,0,16
https://ca.answers.yahoo.com/question/index?qid=20130202130342AAWk7oo,"How much should a 13 year old girl weigh, and height of 5'0?",0,4
https://au.answers.yahoo.com/question/index?qid=20101104152249AAcngIL,How long should you leave a taper in before switching it to a plug?,0,2
https://au.answers.yahoo.com/question/index?qid=20080108072717AA6HoQi,How long before a puppy's bed time should we take away his food and water?,2,13
https://malaysia.answers.yahoo.com/question/index?qid=20071102175328AAnw0tw,How long should I wait after workout to eat something?,0,3
https://sg.answers.yahoo.com/question/index?qid=20110903080415AAjXcjY,How long should a German shepherd puppy be walked?,0,4
https://answers.yahoo.com/question/index?qid=20060623130938AAdUpDh,Should i wear underwear under my swim trunks?,0,23
https://sg.answers.yahoo.com/question/index?qid=20090210201218AAg8uKE,Should I text him or just forget about him?,0,38
https://au.answers.yahoo.com/question/index?qid=20091105033402AA91Cef,Should i trust the mirror or the camera?,2,10
https://answers.yahoo.com/question/index?qid=20120123202226AAE1Wgm,Should I really shave/wax my pubic hair?,1,17
https://au.answers.yahoo.com/question/index?qid=20120723020608AA0n9Ga,How far should 15 year olds go sexually?,0,9
https://answers.yahoo.com/question/index?qid=20111222115122AAzY4xq,How often should you check your motor oil in a car?,1,11
https://answers.yahoo.com/question/index?qid=20121224150323AAsYS1D,Should I spend Christmas with my family or my girlfriend's family?,1,11
https://answers.yahoo.com/question/index?qid=20111202143752AA2gLuI,Do you think alimony should be abolished?,0,23
https://ca.answers.yahoo.com/question/index?qid=20120411161415AAoWpic,"Why should Canada provide refugee status to all who request it, and why?",0,3
https://ph.answers.yahoo.com/question/index?qid=20130214191534AA1IsFq,How long should i wait to drive after drinking 40% alcohol ( a pint)?,0,7
https://answers.yahoo.com/question/index?qid=20110913165830AA00L5t,How should a belly piercing look after a month?,0,2
https://sg.answers.yahoo.com/question/index?qid=20091207171915AAmUtZ2,How long do you feel a relationship should last before marriage?,0,7
https://answers.yahoo.com/question/index?qid=20100505122146AACNbGm,Which one should i join? National Guard or Army Reserves?,0,8
https://ca.answers.yahoo.com/question/index?qid=20100914132937AAzCxBR,Why should you use a blue flame instead of a yellow flame?,0,2
https://au.answers.yahoo.com/question/index?qid=20070121195738AAdrVJ5,Which hands should you hold your knife / fork in when eating out?,1,18
https://answers.yahoo.com/question/index?qid=20090404160158AAVRQnV,How long should I wait before I stretch my ear a bigger size?,0,10
https://ca.answers.yahoo.com/question/index?qid=20100708194347AAOzoof,Should I go to the I.B. program?,0,4
https://au.answers.yahoo.com/question/index?qid=20110823200835AAM75ws,Should I desex my male german shepherd puppy?,1,7
https://answers.yahoo.com/question/index?qid=20120123202226AAE1Wgm,Should I really shave/wax my pubic hair?,1,17
https://answers.yahoo.com/question/index?qid=20111011041522AAPK3DF,How should muslim men dress according to the quran and sunnah etc?,4,11
https://answers.yahoo.com/question/index?qid=20100902200536AAvULWg,How far down should the foreskin go?,1,13
https://sg.answers.yahoo.com/question/index?qid=20111108234639AAJKgte,How big of mice should i feed my ball python?,0,6
https://in.answers.yahoo.com/question/index?qid=20081205035740AAmQCb3,Should i take science or commerce????im totally confused................?,1,10
https://in.answers.yahoo.com/question/index?qid=20081221084736AAsGFi4,Should india wage a war against pakistan?,1,30
https://ph.answers.yahoo.com/question/index?qid=20100309004119AAJPbdn,Why should banned china products?,0,9
https://answers.yahoo.com/question/index?qid=20120501104605AAaRPZX,How thick should grout be for ceramic tile?,0,6
https://answers.yahoo.com/question/?qid=20061113084201AAFHsMa,Should you refrigerate an opened bottle of red wine?,2,6
https://au.answers.yahoo.com/question/index?qid=20100709223736AAD1xNm,Should I wash my makeup brushes before using them?,1,9
https://ca.answers.yahoo.com/question/index?qid=20130101223856AAPzFG6,My boyfriend wants to get a tattoo. I hate tattoos. What should I do?,0,10
